Frame # 0
7 -154.686752 27
8 -153.586914 27
9 -151.867874 27
10 -149.560699 27
11 -148.586411 27
12 -147.733627 27
13 -146.509048 27
14 -145.299850 27
15 -144.173508 27
Frame # 49
0 -130.223511 27
1 -174.647018 27
2 -167.112976 27
3 -163.856125 27
4 -161.073349 27
5 -158.993500 27
6 -157.406570 27
7 -153.894730 27
8 -152.616074 27
9 -150.788712 27
10 -148.350052 27
11 -146.698700 27
12 -145.879639 27
13 -144.472916 27
14 -143.429474 27
15 -142.039658 27
